Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
semaglutide-2mg,,,,,,,,,Vial,,,30mg,,,,,,0.0,shopify,1000,deny,manual,128.00,167.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Semaglutide_10.png?v=1776996790,6,"",,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Semaglutide_12.png?v=1776996790,kg,,13.00,
semaglutide-2mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Semaglutide_12.png?v=1776996790,7,"",,,,,,,,
selank-5mg,Selank,"<p>
  This batch of Selank Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: Selank (Peptide Compound)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.0%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Type,Vial,,Weight,5mg,,,,,,0.0,shopify,998,deny,manual,39.00,51.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Selank.png?v=1776996789,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Selank_2.png?v=1776996789,kg,,,draft
selank-5mg,,,,,,,,,Vial,,,10mg,,,,,,0.0,shopify,1000,deny,manual,59.00,87.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Selank_2.png?v=1776996789,2,"",,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Selank_4.png?v=1776996789,kg,,,
selank-5mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Selank_4.png?v=1776996789,3,"",,,,,,,,
retatrutide-20mg,Retatrutide Triple Agonist,"<p>
  This batch of Retatrutide Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: Retatrutide (Peptide Compound)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.1%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Type,Vial,,Weight,5mg,,,,,,10.0,shopify,997,deny,manual,69.00,118.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Retatrutide.png?v=1776996787,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Retatrutide_2.png?v=1776996788,kg,,7.00,draft
retatrutide-20mg,,,,,,,,,Vial,,,10mg,,,,,,0.0,shopify,997,deny,manual,110.00,144.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Retatrutide_2.png?v=1776996788,2,"",,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Retatrutide_4.png?v=1776996787,kg,,11.00,
retatrutide-20mg,,,,,,,,,Vial,,,15mg,,,,,,0.0,shopify,1000,deny,manual,150.00,197.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Retatrutide_4.png?v=1776996787,3,"",,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Retatrutide_6.png?v=1776996787,kg,,15.00,
retatrutide-20mg,,,,,,,,,Vial,,,20mg,,,,,,0.0,shopify,998,deny,manual,190.00,248.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Retatrutide_6.png?v=1776996787,4,"",,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Retatrutide_8.png?v=1776996788,kg,,19.00,
retatrutide-20mg,,,,,,,,,Vial,,,30mg,,,,,,0.0,shopify,999,deny,manual,270.00,352.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Retatrutide_8.png?v=1776996788,5,"",,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Retatrutide_10.png?v=1776996787,kg,,270.00,
retatrutide-20mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Retatrutide_10.png?v=1776996787,6,"",,,,,,,,
reconstitution-solution,Reconstitution Solution (Free Item),<p></p>,Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,979,deny,manual,0.00,10.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/ReconstitutionSolution_c3ef7fb8-74ab-4c3a-9778-6a5bcaf2e17d.png?v=1776996785,1,"",false,,,,kg,,,draft
reconstitution-solution-1,Reconstitution Solution,<p></p>,Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,979,deny,manual,15.00,20.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/ReconstitutionSolution_70b8f3e1-d069-4f03-b101-8cbc3123e990.png?v=1776996783,1,"",false,,,,kg,,,draft
pt-141-10mg,PT-141,"<p>
  This batch of PT-141 Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: PT-141 (Peptide Compound)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.5%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Type,Vial,,,,,,,,,0.0,,996,deny,manual,43.00,56.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/PT-141_b4f16c5f-8893-40b0-a59d-9c101d5fb21f.png?v=1776996782,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/PT-141_2_169c0284-d401-4717-9ff0-96f4f74b3036.png?v=1776996782,kg,,7.00,draft
pt-141-10mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/PT-141_2_169c0284-d401-4717-9ff0-96f4f74b3036.png?v=1776996782,2,"",,,,,,,,
peg-mgf,PEG MGF,"<p>
  This batch of PEG MGF Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: PEG-MGF (Peptide Compound)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.3%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Type,Vial,,,,,,,,,0.0,shopify,1000,deny,manual,100.00,132.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/PEGMGF.png?v=1776996779,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/PEG_MGF_2.png?v=1776996779,kg,,11.00,draft
peg-mgf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/PEG_MGF_2.png?v=1776996779,2,"",,,,,,,,
oxytocin-acetate-2mg,Oxytocin Acetate,"<p>
  This batch of Oxytocin Acetate Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: Oxytocin Acetate (Peptide Compound)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.3%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Type,Vial,,,,,,,,,0.0,shopify,1000,deny,manual,42.00,57.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/OxytocinAcetate_c5ea8016-bd9f-4ca4-9576-b87b03f07c5c.png?v=1776996777,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/OxytocinAcetate_2_5421030f-883b-4a01-b00d-75373e715c22.png?v=1776996777,kg,,5.00,draft
oxytocin-acetate-2mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/OxytocinAcetate_2_5421030f-883b-4a01-b00d-75373e715c22.png?v=1776996777,2,"",,,,,,,,
oxytocin-2mg,Oxytocin,"<p>
  This batch of Oxytocin Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: Oxytocin (Peptide Compound)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.3%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Type,Vial,,,,,,,,,0.0,shopify,1000,deny,manual,40.00,53.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Oxytocin.png?v=1776996776,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Oxytocin_2.png?v=1776996776,kg,,4.00,draft
oxytocin-2mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Oxytocin_2.png?v=1776996776,2,"",,,,,,,,
nad,NAD+,"<p>
  This batch of NAD+ (Nicotinamide Adenine Dinucleotide) Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: NAD+ (Nicotinamide Adenine Dinucleotide)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.6%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Type,Vial,,Weight,100mg,,,,,,0.0,shopify,999,deny,manual,40.00,53.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/NAD.png?v=1776996774,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/NAD_2.png?v=1776996775,kg,,4.00,draft
nad,,,,,,,,,Vial,,,500mg,,,,,,0.0,shopify,1000,deny,manual,90.00,119.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/NAD_2.png?v=1776996775,2,"",,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/NAD_4.png?v=1776996774,kg,,9.00,
nad,,,,,,,,,Vial,,,1000mg,,,,,,0.0,shopify,1000,deny,manual,120.00,157.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/NAD_4.png?v=1776996774,3,"",,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/NAD_6.png?v=1776996774,kg,,13.00,
nad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/NAD_6.png?v=1776996774,4,"",,,,,,,,
mots-c-40mg,MOTS-c,"<p>
  This batch of MOTS-c Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: MOTS-c (Peptide Compound)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.0%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Type,Vial,,Weight,10mg,,,,,,0.0,shopify,999,deny,manual,50.00,67.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/MOTS-c.png?v=1776996772,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/MOTS-c_2.png?v=1776996772,kg,,7.00,draft
mots-c-40mg,,,,,,,,,Vial,,,40mg,,,,,,0.0,shopify,1000,deny,manual,130.00,172.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/MOTS-c_2.png?v=1776996772,2,"",,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/MOTS-c_4.png?v=1776996772,kg,,22.00,
mots-c-40mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/MOTS-c_4.png?v=1776996772,3,"",,,,,,,,
melatonin-10mg,Melatonin,"<p>
  This batch of Melatonin Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: Melatonin (Compound)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.3%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Health & Beauty > Health Care > Medicine & Drugs,"","",false,Type,Vial,,,,,,,,,0.0,shopify,1000,deny,manual,50.00,67.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Melatonin.png?v=1776996771,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Melatonin_2.png?v=1776996770,kg,,6.00,draft
melatonin-10mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Melatonin_2.png?v=1776996770,2,"",,,,,,,,
melanotan-2-10mg,Melanotan II (MT2),"<p>
  This batch of Melanotan II (MT2) Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: Melanotan II (MT2) (Peptide Compound)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.5%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,998,deny,manual,50.00,67.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Melanotan2_093a43db-5384-4f32-a59b-ef5c67be054e.png?v=1776996769,1,"",false,,,,kg,,5.00,draft
melanotan-2-10mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Melanotan2_2_c57c0dbe-36b5-488f-8402-3eff7f9e936d.png?v=1776996769,2,"",,,,,,,,
lipo-c-with-b-vitamins-10ml,Lipo-C with B Vitamins,"<p>
  This batch of Lipo-C with B Vitamins Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: Lipo-C with B Vitamins (Compound Blend)<br>
  Form: Liquid Solution<br>
  Purity: 99.3%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Multivitamin Supplements,"","",false,Type,Vial,,,,,,,,,0.0,shopify,1000,deny,manual,85.00,112.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Lipo-CwithBVitamins.png?v=1776996767,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Lipo-C_with_B_Vitamins_2.png?v=1776996768,kg,,8.00,draft
lipo-c-with-b-vitamins-10ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Lipo-C_with_B_Vitamins_2.png?v=1776996768,2,"",,,,,,,,
lipo-c-10mg,Lipo-C,"<p>
  This batch of Lipo-C Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: Lipo-C (Compound Blend)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.3%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Type,Vial,,,,,,,,,0.0,shopify,1000,deny,manual,80.00,104.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Lipo-C.png?v=1776996766,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Lipo-C_2.png?v=1776996766,kg,,8.00,draft
lipo-c-10mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Lipo-C_2.png?v=1776996766,2,"",,,,,,,,
lemon-bottle-10mg,Lemon Bottle,"<p>
  This batch of Lemon Bottle Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: Lemon Bottle Complex (Compound Blend)<br>
  Form: Lyophilized Powder<br>
  Purity: 99.2%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>x",Canada Peptides,Business & Industrial > Science & Laboratory > Biochemicals,"","",false,Type,Vial,,,,,,,,,0.0,shopify,1000,deny,manual,80.00,105.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/LemonBottle.png?v=1776996765,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Lemon_Bottle_2.png?v=1776996765,kg,,8.00,draft
lemon-bottle-10mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/Lemon_Bottle_2.png?v=1776996765,2,"",,,,,,,,
l-carnitine-10ml-600mg,L-Carnitine,"<p>
  This batch of L-Carnitine Injectable Solution Peptide has been third-party laboratory tested and verified for quality and consistency. Manufactured under controlled conditions, it is prepared to support reliable use within research environments.
</p>

<div style=""margin:14px 0; padding:14px 16px; background:#f4f6f8; border:1px solid #d9e0e6; border-radius:8px; color:#1f2a37;"">
  <strong style=""display:block; margin-bottom:4px;"">Research Use Notice:</strong>
  <span>This product is intended strictly for research and laboratory use only. Not for human consumption, medical use, or diagnostic purposes.</span>
</div>

<p>
  Contents: L-Carnitine (Compound)<br>
  Form: Liquid Solution<br>
  Purity: 99.83%<br>
  Grade: Research Grade<br>
  Storage: Store in a cool, dry environment under proper laboratory conditions<br>
  Handling: Follow standard laboratory safety protocols
</p>",Canada Peptides,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Amino Acids,"","",false,Type,Vial,,,,,,,,,0.0,shopify,1000,deny,manual,97.00,127.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0826/0632/6003/files/L-Carnitine.png?v=1776996763,1,"",false,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/L-Carnitine_2.png?v=1776996763,kg,,10.00,draft
l-carnitine-10ml-600mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/0632/6003/files/L-Carnitine_2.png?v=1776996763,2,"",,,,,,,,
